ticker,interval_minutes,aligned_bar_utc,article_count,weighted_article_count,finbert_pos,finbert_neg,finbert_neu,finbert_sentiment,finbert_strength,finbert_confidence,finbert_entropy
AAPL,5,2018-01-02T14:40:00+00:00,2,2.0,0.7348747849464417,0.04191233403980732,0.22321287170052528,0.6929624509066343,0.6929624509066343,0.7348747849464417,0.5921903133423789
AAPL,5,2018-01-02T14:45:00+00:00,1,0.9993057966262922,0.12067720293998718,0.45425739884376526,0.42506542801856995,-0.3335801959037781,0.3335801959037781,0.45425739884376526,0.8895654774682634
AAPL,5,2018-01-02T14:50:00+00:00,1,1.0,0.009972861036658287,0.9720727801322937,0.01795436069369316,-0.9620999190956354,0.9620999190956354,0.9720727801322937,0.1325877503775608
AAPL,5,2018-01-02T15:05:00+00:00,1,0.9986120751709083,0.14799287915229797,0.7185494899749756,0.13345763087272644,-0.5705566108226776,0.5705566108226776,0.7185494899749756,0.7182053165830293
AAPL,5,2018-01-02T15:20:00+00:00,2,2.0,0.38063637912273407,0.08937562629580498,0.5299879759550095,0.2912607528269291,0.2912607528269291,0.6668310165405273,0.7264277914729456
AAPL,5,2018-01-02T15:30:00+00:00,1,1.0,0.08326706290245056,0.03174068406224251,0.8849921822547913,0.051526378840208054,0.051526378840208054,0.8849921822547913,0.38649909291142526
AAPL,5,2018-01-02T15:35:00+00:00,1,0.9993057966262922,0.03044624999165535,0.12071255594491959,0.84884113073349,-0.09026630595326424,0.09026630595326424,0.84884113073349,0.4557117966622431
AAPL,5,2018-01-02T15:40:00+00:00,2,1.9965318733034398,0.15551351720990958,0.2943787595941486,0.5501077306310005,-0.13886524238423906,0.31443731478473375,0.656842595656493,0.7173577735026615
AAPL,5,2018-01-02T15:50:00+00:00,1,1.0,0.03294884413480759,0.03199731186032295,0.9350538849830627,0.0009515322744846344,0.0009515322744846344,0.9350538849830627,0.2597602083012091
AAPL,5,2018-01-02T15:55:00+00:00,1,1.0,0.6066417098045349,0.32885095477104187,0.06450732052326202,0.27779075503349304,0.27779075503349304,0.6066417098045349,0.7698390617267966
AAPL,5,2018-01-02T16:10:00+00:00,2,1.9979178717972004,0.5523209153623969,0.01657316326842935,0.4311058776160919,0.5357477520939676,0.5357477520939676,0.8708899887494106,0.3775021614409301
AAPL,5,2018-01-02T16:25:00+00:00,1,0.9979188352992993,0.009782420471310616,0.9696491360664368,0.0205684807151556,-0.9598667155951262,0.9598667155951262,0.9696491360664368,0.14112197521284034
AAPL,5,2018-01-02T16:40:00+00:00,1,1.0,0.058063093572854996,0.41023439168930054,0.53170245885849,-0.35217129811644554,0.35217129811644554,0.53170245885849,0.7888602206971689
AAPL,5,2018-01-02T16:45:00+00:00,1,1.0,0.9449689984321594,0.026624120771884918,0.028406795114278793,0.9183448776602745,0.9183448776602745,0.9449689984321594,0.22863919951711234
AAPL,5,2018-01-02T16:55:00+00:00,1,0.9972260766771478,0.02762754075229168,0.845781147480011,0.12659130990505219,-0.8181536067277193,0.8181536067277193,0.845781147480011,0.4573545144794232
AAPL,5,2018-01-02T17:00:00+00:00,1,0.9972260766771478,0.1455175131559372,0.01819968782365322,0.8362827897071838,0.12731782533228397,0.12731782533228397,0.8362827897071838,0.457769375377042
AAPL,5,2018-01-02T17:15:00+00:00,1,1.0,0.036292288452386856,0.9489645957946777,0.014743160456418991,-0.9126723073422909,0.9126723073422909,0.9489645957946777,0.21138720975063494
AAPL,5,2018-01-02T17:45:00+00:00,1,1.0,0.6047398447990417,0.3645179867744446,0.030742153525352478,0.24022185802459717,0.24022185802459717,0.6047398447990417,0.7091400836757472
AAPL,5,2018-01-02T18:00:00+00:00,1,1.0,0.01485026441514492,0.965469479560852,0.01968025229871273,-0.9506192151457071,0.9506192151457071,0.965469479560852,0.15815393205754028
AAPL,5,2018-01-02T18:05:00+00:00,1,0.9986120751709083,0.9446322321891785,0.027722928673028946,0.027644792571663857,0.9169093035161495,0.9169093035161495,0.9446322321891785,0.2297485793526831
AAPL,5,2018-01-02T18:45:00+00:00,1,0.9993057966262922,0.04840582609176636,0.3016105890274048,0.6499835848808289,-0.2532047629356384,0.2532047629356384,0.6499835848808289,0.7173719702225212
AAPL,5,2018-01-02T19:05:00+00:00,1,0.9986120751709083,0.010859360918402672,0.9640620946884155,0.025078551843762398,-0.9532027337700129,0.9532027337700129,0.9640620946884155,0.16095876214107008
AAPL,5,2018-01-02T19:10:00+00:00,1,0.9986120751709083,0.9388676881790161,0.03221391886472702,0.028918428346514702,0.9066537693142891,0.9066537693142891,0.9388676881790161,0.24790977667356268
AAPL,5,2018-01-02T19:25:00+00:00,2,2.0,0.2812594175338745,0.048167526721954346,0.6705730557441711,0.23309189081192017,0.23309189081192017,0.6705730557441711,0.701651530535105
AAPL,5,2018-01-02T19:35:00+00:00,1,1.0,0.011098028160631657,0.9683704972267151,0.020531505346298218,-0.9572724690660834,0.9572724690660834,0.9683704972267151,0.146418566170053
AAPL,5,2018-01-02T20:00:00+00:00,1,0.9979188352992993,0.14791780710220337,0.035525429993867874,0.8165568113327026,0.1123923771083355,0.1123923771083355,0.8165568113327026,0.5158637641717007
AAPL,5,2018-01-02T20:05:00+00:00,1,0.9986120751709083,0.0357295498251915,0.039994582533836365,0.924275815486908,-0.004265032708644867,0.004265032708644867,0.924275815486908,0.2917933680728024
AAPL,5,2018-01-02T20:10:00+00:00,2,1.9972246319255915,0.9425541603735983,0.02933093443511389,0.028114821361908026,0.9132232259384844,0.9132232259384844,0.9425541603735983,0.2350869102084875
AAPL,5,2018-01-02T20:15:00+00:00,3,2.9986115932525843,0.12017040265520726,0.08151835204148312,0.7983112763384835,0.03865205061372413,0.12583823771232563,0.7983112763384835,0.5426833769548728
AAPL,5,2018-01-02T20:20:00+00:00,2,1.9944521533542956,0.49079798720777035,0.16536121629178524,0.3438408430665732,0.3254367709159851,0.6045820601284504,0.7938402593135834,0.46462202502976846
AAPL,5,2018-01-02T20:30:00+00:00,3,2.9979188352992994,0.3283321904580022,0.014431986580001936,0.6572358114218068,0.3139002038780003,0.3139002038780003,0.8603063614210146,0.4001457865906982
AAPL,5,2018-01-02T20:35:00+00:00,3,2.995837669929732,0.12366594016940972,0.18154275927129018,0.6947912713576015,-0.05787681910188046,0.05787681910188046,0.705793178334069,0.5912868912046941
AAPL,5,2018-01-02T20:50:00+00:00,1,0.9993057966262922,0.6802681088447571,0.06362440437078476,0.25610747933387756,0.6166437044739723,0.6166437044739723,0.6802681088447571,0.7156432283394489
AAPL,5,2018-01-02T21:00:00+00:00,1,1.0,0.9415668249130249,0.024036986753344536,0.03439627215266228,0.9175298381596804,0.9175298381596804,0.9415668249130249,0.2386777126873807
AAPL,5,2018-01-02T21:15:00+00:00,1,1.0,0.13603433966636658,0.8430074453353882,0.020958218723535538,-0.7069731056690216,0.7069731056690216,0.8430074453353882,0.4517921609154777
AAPL,5,2018-01-02T21:30:00+00:00,1,0.9979188352992993,0.9235180616378784,0.03709133341908455,0.039390694350004196,0.8864267282187939,0.8864267282187939,0.9235180616378784,0.2940716106587204
AAPL,5,2018-01-02T21:35:00+00:00,1,0.9979188352992993,0.9416983127593994,0.023879902437329292,0.03442177176475525,0.9178184103220701,0.9178184103220701,0.9416983127593994,0.2382296690668473
AAPL,5,2018-01-02T21:55:00+00:00,2,2.0,0.8843753635883331,0.08245387487113476,0.03317075967788696,0.8019214887171984,0.8019214887171984,0.8843753635883331,0.36850801841080777
AAPL,5,2018-01-03T13:30:00+00:00,123,81.52237287007921,0.31245412682878754,0.27099462105700994,0.41655125370615526,0.041459505771777386,0.4894499477006155,0.8322377583992998,0.43098042125644714
AAPL,5,2018-01-03T13:35:00+00:00,1,0.9993057966262922,0.09570559114217758,0.0177472997456789,0.8865470886230469,0.07795829139649868,0.07795829139649868,0.8865470886230469,0.36671596473323287
AAPL,5,2018-01-03T13:45:00+00:00,1,0.9972260766771478,0.15963058173656464,0.7989237308502197,0.041445739567279816,-0.6392931491136551,0.6392931491136551,0.7989237308502197,0.5499596153773494
AAPL,5,2018-01-03T13:55:00+00:00,2,1.9986115932525843,0.8373248875141144,0.13362735509872437,0.029047815129160878,0.70369753241539,0.70369753241539,0.8373248875141144,0.4699678439536271
AAPL,5,2018-01-03T14:00:00+00:00,1,1.0,0.05695623531937599,0.11303825676441193,0.8300054669380188,-0.056082021445035934,0.056082021445035934,0.8300054669380188,0.5136318650737399
AAPL,5,2018-01-03T14:20:00+00:00,1,0.9972260766771478,0.09977243840694427,0.06734605878591537,0.8328815698623657,0.0324263796210289,0.0324263796210289,0.8328815698623657,0.513337970920832
AAPL,5,2018-01-03T14:25:00+00:00,1,0.9993057966262922,0.27551600337028503,0.02819826640188694,0.6962857246398926,0.2473177369683981,0.2473177369683981,0.6962857246398926,0.6443107947097914
AAPL,5,2018-01-03T14:35:00+00:00,3,2.995837669929732,0.08449956391913227,0.3766372997325647,0.5388631260565583,-0.2921377358134325,0.3388796792588414,0.8474648095854677,0.41507298840691836
AAPL,5,2018-01-03T14:45:00+00:00,1,0.9986120751709083,0.022065673023462296,0.028445200994610786,0.9494891166687012,-0.006379527971148491,0.006379527971148491,0.9494891166687012,0.21356421912096338
AAPL,5,2018-01-03T15:05:00+00:00,1,1.0,0.9292467832565308,0.03353889286518097,0.03721434995532036,0.8957078903913498,0.8957078903913498,0.9292467832565308,0.2771950487401678
AAPL,5,2018-01-03T15:25:00+00:00,2,1.9958376705985985,0.8374619483947754,0.014276163186877966,0.1482619047164917,0.8231857852078975,0.8231857852078975,0.8374619483947754,0.4480124945034143
AAPL,5,2018-01-03T15:30:00+00:00,2,1.9979188352992994,0.06272998688296984,0.4651911590921961,0.47207889729398383,-0.4024611722092263,0.4790238895670756,0.9093560253547543,0.3181200427986601
AAPL,5,2018-01-03T15:40:00+00:00,1,0.9986120751709083,0.03257719799876213,0.9352077841758728,0.032214995473623276,-0.9026305861771107,0.9026305861771107,0.9352077841758728,0.2592946012400648
AAPL,5,2018-01-03T15:50:00+00:00,2,2.0,0.386392617598176,0.5042050704360008,0.1094023622572422,-0.11781245283782482,0.6253556739538908,0.7579766809940338,0.6239614576915612
AAPL,5,2018-01-03T15:55:00+00:00,2,1.9972246319255915,0.50102984342311,0.37287116967782563,0.12609897152933142,0.12815867374528433,0.8111721263515946,0.8425365697262651,0.42208323806543474
AAPL,5,2018-01-03T16:00:00+00:00,2,1.9972260766771477,0.09869730516336352,0.1469527007426849,0.7543500219948237,-0.048255395579321375,0.09512335874964829,0.7543500219948237,0.5795803735227103
AAPL,5,2018-01-03T16:05:00+00:00,2,1.995144911976447,0.05042841806529284,0.4479086425422663,0.5016629673431129,-0.3974802244769734,0.3974802244769734,0.8861484997186488,0.3877003295464282
AAPL,5,2018-01-03T16:25:00+00:00,3,2.9979173898788765,0.640879879395167,0.05654933676123619,0.30257077515125275,0.5843305426339309,0.5843305426339309,0.6811781922976176,0.6631262439922205
AAPL,5,2018-01-03T16:40:00+00:00,1,0.9993057966262922,0.27544525265693665,0.48399224877357483,0.24056242406368256,-0.20854699611663818,0.20854699611663818,0.48399224877357483,0.9549537500972988
AAPL,5,2018-01-03T17:10:00+00:00,4,3.9958362255127247,0.1141193700421995,0.5689228873107233,0.3169577607905609,-0.4548035172685238,0.47679380498969026,0.7939318575157007,0.5265799268635835
AAPL,5,2018-01-03T17:25:00+00:00,2,1.9965309104702076,0.03846904859117857,0.4859009362505416,0.47563002213430633,-0.44743188765936304,0.49455479696975563,0.9334024473199626,0.2522420857968105
AAPL,5,2018-01-03T17:35:00+00:00,1,0.9986120751709083,0.9510454535484314,0.021883109584450722,0.02707146853208542,0.9291623439639807,0.9291623439639807,0.9510454535484314,0.2085200804390687
AAPL,5,2018-01-03T17:45:00+00:00,1,0.9979188352992993,0.7536773085594177,0.02093973010778427,0.22538290917873383,0.7327375784516335,0.7327375784516335,0.7536773085594177,0.5733584676039873
AAPL,5,2018-01-03T18:00:00+00:00,1,1.0,0.041719887405633926,0.019962741062045097,0.9383173584938049,0.02175714634358883,0.02175714634358883,0.9383173584938049,0.24613471241696697
AAPL,5,2018-01-03T18:15:00+00:00,2,1.9972246319255915,0.06559770105454561,0.01909331858372936,0.9153089654528026,0.04650438247081625,0.04650438247081625,0.9153089654528026,0.3051727709590407
AAPL,5,2018-01-03T18:30:00+00:00,1,0.9972260766771478,0.5409388542175293,0.027771949768066406,0.4312892258167267,0.5131669044494629,0.5131669044494629,0.5409388542175293,0.7232856755304947
AAPL,5,2018-01-03T18:55:00+00:00,2,1.9944521533542956,0.06866675615310669,0.46790731698274607,0.463425949215889,-0.3992405608296394,0.3992405608296394,0.7042055726051331,0.6986241167465079
AAPL,5,2018-01-03T19:00:00+00:00,1,0.9972260766771478,0.06937280297279358,0.8244588375091553,0.10616839677095413,-0.7550860345363617,0.7550860345363617,0.8244588375091553,0.5300826506720943
AAPL,5,2018-01-03T19:05:00+00:00,1,0.9972260766771478,0.05691833049058914,0.020549867302179337,0.92253178358078,0.036368463188409805,0.036368463188409805,0.92253178358078,0.288870696333435
AAPL,5,2018-01-03T19:15:00+00:00,1,0.9979188352992993,0.9535971283912659,0.015657173469662666,0.030745675787329674,0.9379399549216032,0.9379399549216032,0.9535971283912659,0.19793150220473985
AAPL,5,2018-01-03T19:25:00+00:00,1,1.0,0.7608142495155334,0.015271815471351147,0.2239139825105667,0.7455424340441823,0.7455424340441823,0.7608142495155334,0.5524509576934451
AAPL,5,2018-01-03T19:45:00+00:00,1,0.9972260766771478,0.022035084664821625,0.6230577826499939,0.3549070954322815,-0.6010226979851723,0.6010226979851723,0.6230577826499939,0.679487282806267
AAPL,5,2018-01-03T19:55:00+00:00,1,0.9986120751709083,0.4018876850605011,0.52320396900177,0.07490836828947067,-0.12131628394126892,0.12131628394126892,0.52320396900177,0.8186702482687869
AAPL,5,2018-01-03T20:10:00+00:00,1,0.9979188352992993,0.03201424330472946,0.026398172602057457,0.9415876269340515,0.005616070702672005,0.005616070702672005,0.9415876269340515,0.23920601016801002
AAPL,5,2018-01-03T20:15:00+00:00,2,1.9972246319255915,0.5389784208289993,0.026513280073541073,0.43450831121694133,0.5124651407554582,0.5124651407554582,0.8968823999023987,0.3376712135639867
AAPL,5,2018-01-03T20:30:00+00:00,1,0.9972260766771478,0.020960016176104546,0.8960983753204346,0.08294162899255753,-0.87513835914433,0.87513835914433,0.8960983753204346,0.3511820344448288
AAPL,5,2018-01-03T20:35:00+00:00,2,1.9958381518480561,0.092682704000936,0.023562944043565168,0.8837544204423093,0.06911975995737084,0.06911975995737084,0.8837544204423093,0.3751777412363671
AAPL,5,2018-01-03T20:55:00+00:00,1,0.9993057966262922,0.9529399275779724,0.0132467495277524,0.033813416957855225,0.93969317805022,0.93969317805022,0.9529399275779724,0.1981923241876963
AAPL,5,2018-01-03T21:30:00+00:00,1,0.9979188352992993,0.03431124612689018,0.8891873955726624,0.07650132477283478,-0.8548761494457722,0.8548761494457722,0.8891873955726624,0.37937173753566744
AAPL,5,2018-01-03T21:40:00+00:00,3,3.0,0.025807188202937443,0.8954690297444662,0.0787237739811341,-0.8696618415415287,0.8696618415415287,0.8954690297444662,0.32844584735669885
AAPL,5,2018-01-03T21:45:00+00:00,1,0.9972260766771478,0.038111694157123566,0.6528760194778442,0.3090123236179352,-0.6147643253207207,0.6147643253207207,0.6528760194778442,0.6970442380737256
AAPL,5,2018-01-03T21:55:00+00:00,2,1.9986115932525843,0.0406119953840971,0.25183470547199255,0.7075532972812653,-0.21122271008789537,0.21122271008789537,0.7075532972812653,0.6189872824143788
AAPL,5,2018-01-04T13:30:00+00:00,102,67.32087250129608,0.2212014106369142,0.34541519490056527,0.43338339744445503,-0.12421378426365087,0.4891098805975257,0.8104692054773746,0.4667619425110627
AAPL,5,2018-01-04T13:35:00+00:00,1,1.0,0.5954770445823669,0.0302434004843235,0.37427961826324463,0.5652336440980434,0.5652336440980434,0.5954770445823669,0.7120990207058211
AAPL,5,2018-01-04T13:50:00+00:00,2,1.9944521533542956,0.035768721252679825,0.9366892576217651,0.02754204161465168,-0.9009205363690853,0.9009205363690853,0.9366892576217651,0.25425649438697817
AAPL,5,2018-01-04T14:00:00+00:00,1,0.9972260766771478,0.010655514895915985,0.9698663949966431,0.019478101283311844,-0.9592108801007271,0.9592108801007271,0.9698663949966431,0.14088926821615777
AAPL,5,2018-01-04T14:15:00+00:00,1,0.9993057966262922,0.009755022823810577,0.9613884091377258,0.028856582939624786,-0.9516333863139153,0.9516333863139153,0.9613884091377258,0.1686950866594374
AAPL,5,2018-01-04T14:20:00+00:00,3,2.9937565058978977,0.12813055266936618,0.2845226249968012,0.5873468245069187,-0.15639207232743502,0.30123769771307707,0.8521799047787983,0.43155648946313024
AAPL,5,2018-01-04T14:35:00+00:00,1,0.9979188352992993,0.09002429246902466,0.056723080575466156,0.8532525897026062,0.0333012118935585,0.0333012118935585,0.8532525897026062,0.4687106488289353
AAPL,5,2018-01-04T14:50:00+00:00,1,0.9979188352992993,0.046544548124074936,0.24495282769203186,0.7085027098655701,-0.19840827956795692,0.19840827956795692,0.7085027098655701,0.6658325573203536
AAPL,5,2018-01-04T15:00:00+00:00,1,0.9972260766771478,0.9380118250846863,0.02049458771944046,0.04149358347058296,0.9175172373652458,0.9175172373652458,0.9380118250846863,0.24735035681867037
AAPL,5,2018-01-04T15:05:00+00:00,4,3.9958357435944007,0.03522707975051979,0.7084685480307491,0.2563043633600102,-0.6732414682802295,0.6991399313726885,0.9232654255965791,0.280698943252885
AAPL,5,2018-01-04T15:25:00+00:00,1,0.9993057966262922,0.02367108315229416,0.6862916350364685,0.29003724455833435,-0.6626205518841743,0.6626205518841743,0.6862916350364685,0.6425937847656901
AAPL,5,2018-01-04T15:30:00+00:00,1,0.9972260766771478,0.10429371148347855,0.6629663705825806,0.2327398955821991,-0.558672659099102,0.558672659099102,0.6629663705825806,0.7714790509337784
AAPL,5,2018-01-04T16:15:00+00:00,1,0.9972260766771478,0.19990448653697968,0.011834695935249329,0.7882607579231262,0.18806979060173035,0.18806979060173035,0.7882607579231262,0.5114493769054398
AAPL,5,2018-01-04T16:20:00+00:00,1,0.9972260766771478,0.2474288046360016,0.16501614451408386,0.5875551104545593,0.08241266012191772,0.08241266012191772,0.5875551104545593,0.8695804580073957
AAPL,5,2018-01-04T16:25:00+00:00,1,0.9986120751709083,0.02150225080549717,0.13604296743869781,0.8424547910690308,-0.11454071663320065,0.11454071663320065,0.8424547910690308,0.4536294309601212
AAPL,5,2018-01-04T16:40:00+00:00,1,0.9979188352992993,0.00941531453281641,0.9681906700134277,0.02239401824772358,-0.9587753554806113,0.9587753554806113,0.9681906700134277,0.1459098443270512
AAPL,5,2018-01-04T17:00:00+00:00,1,1.0,0.11003903299570084,0.402660071849823,0.48730090260505676,-0.29262103885412216,0.29262103885412216,0.48730090260505676,0.8733197832968749
AAPL,5,2018-01-04T17:25:00+00:00,1,0.9979188352992993,0.10101769864559174,0.7171255946159363,0.18185670673847198,-0.6161078959703445,0.6161078959703445,0.7171255946159363,0.7099935752363992
AAPL,5,2018-01-04T17:35:00+00:00,1,0.9979188352992993,0.01672491990029812,0.9529722929000854,0.030302852392196655,-0.9362473729997873,0.9362473729997873,0.9529722929000854,0.2005054132255614
AAPL,5,2018-01-04T18:00:00+00:00,2,1.9944521533542956,0.4840629431419074,0.4838438984006644,0.032093118876218796,0.0002190447412431119,0.9405119926668705,0.954209417104721,0.19449080873040606
AAPL,5,2018-01-04T18:30:00+00:00,1,0.9972260766771478,0.06044436991214752,0.1048782616853714,0.8346773982048035,-0.04443389177322388,0.04443389177322388,0.8346773982048035,0.506947836764968
AAPL,5,2018-01-04T18:40:00+00:00,1,1.0,0.00833318755030632,0.969860315322876,0.021806534379720688,-0.9615271277725697,0.9615271277725697,0.969860315322876,0.13926474066145653
AAPL,5,2018-01-04T18:50:00+00:00,1,0.9972260766771478,0.1621401607990265,0.019897092133760452,0.8179627656936646,0.14224306866526604,0.14224306866526604,0.8179627656936646,0.48905455818071664
AAPL,5,2018-01-04T19:05:00+00:00,2,1.9972260766771477,0.03732301020056391,0.909094118543257,0.053582865632025564,-0.8717711083426932,0.8717711083426932,0.909094118543257,0.32107361897993586
AAPL,5,2018-01-04T19:20:00+00:00,2,1.9965318733034398,0.1267889241005972,0.3536258953706164,0.5195852010547479,-0.2268369712700192,0.43446607773102064,0.723472490645789,0.6061058914763409
AAPL,5,2018-01-04T19:30:00+00:00,1,0.9993057966262922,0.037215787917375565,0.017488786950707436,0.9452953934669495,0.01972700096666813,0.01972700096666813,0.9452953934669495,0.22430232055094662
AAPL,5,2018-01-04T19:40:00+00:00,1,0.9993057966262922,0.018849050626158714,0.9015920162200928,0.07955893874168396,-0.8827429655939341,0.8827429655939341,0.9015920162200928,0.33645901424864016
AAPL,5,2018-01-04T19:45:00+00:00,1,0.9986120751709083,0.643352210521698,0.11451330035924911,0.24213454127311707,0.5288389101624489,0.5288389101624489,0.643352210521698,0.7967566653296169
AAPL,5,2018-01-04T20:05:00+00:00,2,1.9965309104702076,0.025161036600614962,0.493744999719359,0.48109402654187455,-0.46858396311874406,0.47617409385718995,0.9405402635329627,0.23733533629459397
AAPL,5,2018-01-04T20:10:00+00:00,1,0.9972260766771478,0.10018561780452728,0.030733292922377586,0.8690810799598694,0.0694523248821497,0.0694523248821497,0.8690810799598694,0.41823168697181723
AAPL,5,2018-01-04T20:35:00+00:00,1,0.9979188352992993,0.07385659217834473,0.016420302912592888,0.9097230434417725,0.05743628926575184,0.05743628926575184,0.9097230434417725,0.3149349239197722
AAPL,5,2018-01-04T20:50:00+00:00,2,1.9972260766771477,0.4726146124973992,0.49604364210596436,0.03134172300350266,-0.02342902960856515,0.9425810245922871,0.9556196395978253,0.18633454780375944
AAPL,5,2018-01-04T21:00:00+00:00,2,1.9972260766771477,0.48753301976322044,0.020651739802321975,0.49181527207096815,0.46688127996089845,0.46688127996089845,0.9048588720419822,0.3305341491624254
AAPL,5,2018-01-04T21:30:00+00:00,1,0.9972260766771478,0.5090189576148987,0.4363465011119842,0.054634492844343185,0.07267245650291443,0.07267245650291443,0.5090189576148987,0.7868316326697191
AAPL,5,2018-01-04T21:45:00+00:00,2,1.9986120751709082,0.4996788491081969,0.01829240934815096,0.4820286912470592,0.4813864397600459,0.4813864397600459,0.8563863278248639,0.4222049105322695
AAPL,5,2018-01-05T13:30:00+00:00,154,104.3154273204729,0.20707289662608758,0.3734971778825724,0.4194299213628966,-0.16642428125648487,0.4851169560743851,0.8065067877572724,0.46167910243625576
AAPL,5,2018-01-05T13:35:00+00:00,1,1.0,0.20419985055923462,0.04882480949163437,0.7469754219055176,0.15537504106760025,0.15537504106760025,0.7469754219055176,0.6278289281879482
AAPL,5,2018-01-05T13:40:00+00:00,4,3.9972260766771477,0.08059367442218637,0.3174539480156505,0.6019523780410736,-0.23686027359346415,0.35304906836598304,0.835978010556189,0.42555448164215515
AAPL,5,2018-01-05T13:45:00+00:00,1,0.9993057966262922,0.48318853974342346,0.18569570779800415,0.3311157524585724,0.2974928319454193,0.2974928319454193,0.48318853974342346,0.9376103307746187
