ticker,interval_minutes,date,time,timestamp_utc,open,high,low,close,volume,price_range,return_pct,sma_5,sma_10,sma_20,ema_10,volatility_10,rsi_14,target_up_next_bar,split
AMZN,15,2017-09-25,15:00:00,2017-09-25T15:00:00+00:00,940.590000,941.510000,939.030000,940.480000,1206,2.480000,,,,,940.480000,,,1,train
AMZN,15,2017-09-25,15:15:00,2017-09-25T15:15:00+00:00,940.630000,942.580000,939.770000,942.150000,751,2.810000,0.177569,,,,940.783636,,,0,train
AMZN,15,2017-09-25,15:30:00,2017-09-25T15:30:00+00:00,942.140000,942.410000,941.170000,941.690000,999,1.240000,-0.048824,,,,940.948430,0.160084,,0,train
AMZN,15,2017-09-25,15:45:00,2017-09-25T15:45:00+00:00,941.670000,942.650000,939.770000,940.600000,1018,2.880000,-0.115749,,,,940.885079,0.153714,,0,train
AMZN,15,2017-09-25,16:00:00,2017-09-25T16:00:00+00:00,940.580000,940.630000,935.340000,935.360000,905,5.290000,-0.557091,940.056000,,,939.880519,0.307491,,1,train
AMZN,15,2017-09-25,16:15:00,2017-09-25T16:15:00+00:00,935.340000,937.180000,935.020000,936.520000,839,2.160000,0.124016,939.264000,,,939.269516,0.290581,,1,train
AMZN,15,2017-09-25,16:30:00,2017-09-25T16:30:00+00:00,936.550000,939.480000,935.480000,937.970000,687,4.000000,0.154829,938.428000,,,939.033240,0.277593,,1,train
AMZN,15,2017-09-25,16:45:00,2017-09-25T16:45:00+00:00,938.000000,939.600000,937.620000,939.000000,516,1.980000,0.109812,937.890000,,,939.027196,0.260007,,0,train
AMZN,15,2017-09-25,17:00:00,2017-09-25T17:00:00+00:00,938.980000,939.480000,938.120000,939.000000,647,1.360000,0.000000,937.570000,,,939.022252,0.240848,,0,train
AMZN,15,2017-09-25,17:15:00,2017-09-25T17:15:00+00:00,938.980000,940.000000,937.630000,937.660000,593,2.370000,-0.142705,938.030000,939.043000,,938.774569,0.229009,,1,train
AMZN,15,2017-09-25,17:30:00,2017-09-25T17:30:00+00:00,937.950000,939.180000,936.790000,938.190000,628,2.390000,0.056524,938.364000,938.814000,,938.668284,0.217765,,0,train
AMZN,15,2017-09-25,17:45:00,2017-09-25T17:45:00+00:00,938.440000,938.500000,936.630000,937.450000,636,1.870000,-0.078875,938.260000,938.344000,,938.446778,0.206160,,0,train
AMZN,15,2017-09-25,18:00:00,2017-09-25T18:00:00+00:00,937.430000,938.170000,936.240000,937.080000,695,1.930000,-0.039469,937.876000,937.883000,,938.198273,0.206186,,0,train
AMZN,15,2017-09-25,18:15:00,2017-09-25T18:15:00+00:00,937.070000,937.070000,934.460000,934.740000,865,2.610000,-0.249712,937.024000,937.297000,,937.569496,0.215170,,0,train
AMZN,15,2017-09-25,18:30:00,2017-09-25T18:30:00+00:00,934.720000,935.310000,933.110000,933.750000,955,2.200000,-0.105912,936.242000,937.136000,,936.875042,0.130547,31.721890,1,train
AMZN,15,2017-09-25,18:45:00,2017-09-25T18:45:00+00:00,933.730000,935.000000,933.660000,934.760000,896,1.340000,0.108166,935.556000,936.960000,,936.490489,0.128726,29.183099,0,train
AMZN,15,2017-09-25,19:00:00,2017-09-25T19:00:00+00:00,934.780000,934.880000,932.860000,934.120000,897,2.020000,-0.068467,934.890000,936.575000,,936.059491,0.113772,28.890128,1,train
AMZN,15,2017-09-25,19:15:00,2017-09-25T19:15:00+00:00,934.130000,934.990000,932.910000,934.430000,932,2.080000,0.033186,934.360000,936.118000,,935.763220,0.104700,32.011662,1,train
AMZN,15,2017-09-25,19:30:00,2017-09-25T19:30:00+00:00,934.410000,936.500000,934.410000,935.730000,1007,2.090000,0.139122,934.558000,935.791000,,935.757180,0.120017,51.400454,1,train
AMZN,15,2017-09-25,19:45:00,2017-09-25T19:45:00+00:00,935.730000,939.800000,935.490000,939.770000,1519,4.310000,0.431748,935.762000,936.002000,937.522500,936.486784,0.183387,60.099441,1,train
AMZN,15,2017-09-25,20:00:00,2017-09-25T20:00:00+00:00,939.770000,940.000000,938.160000,939.790000,51,1.840000,0.002128,936.768000,936.162000,937.488000,937.087368,0.183076,56.207367,0,train
AMZN,15,2017-09-25,20:15:00,2017-09-25T20:15:00+00:00,939.790000,940.850000,938.970000,939.750000,28,1.880000,-0.004256,937.894000,936.392000,937.368000,937.571483,0.180224,52.743233,1,train
AMZN,15,2017-09-25,20:30:00,2017-09-25T20:30:00+00:00,939.730000,940.990000,939.720000,940.870000,19,1.270000,0.119181,939.182000,936.771000,937.327000,938.171214,0.180934,56.321839,0,train
AMZN,15,2017-09-25,20:45:00,2017-09-25T20:45:00+00:00,940.790000,940.800000,940.470000,940.550000,23,0.330000,-0.034011,940.146000,937.352000,937.324500,938.603720,0.153225,60.493827,1,train
AMZN,15,2017-09-26,12:30:00,2017-09-26T12:30:00+00:00,943.730000,944.170000,943.170000,943.500000,19,1.000000,0.313646,940.892000,938.327000,937.731500,939.493953,0.159428,66.399012,1,train
AMZN,15,2017-09-26,12:45:00,2017-09-26T12:45:00+00:00,943.470000,945.750000,943.470000,943.970000,76,2.280000,0.049815,941.728000,939.248000,938.104000,940.307780,0.160326,70.477387,1,train
AMZN,15,2017-09-26,13:00:00,2017-09-26T13:00:00+00:00,944.000000,945.590000,943.970000,944.800000,50,1.620000,0.087927,942.738000,940.316000,938.445500,941.124547,0.149524,73.565324,1,train
AMZN,15,2017-09-26,13:15:00,2017-09-26T13:15:00+00:00,944.780000,945.540000,943.410000,945.540000,56,2.130000,0.078323,943.672000,941.427000,938.772500,941.927357,0.147486,86.535859,0,train
AMZN,15,2017-09-26,13:30:00,2017-09-26T13:30:00+00:00,943.410000,945.770000,940.480000,944.600000,1061,5.290000,-0.099414,944.482000,942.314000,939.052500,942.413292,0.162301,86.829599,0,train
AMZN,15,2017-09-26,13:45:00,2017-09-26T13:45:00+00:00,944.630000,944.990000,941.920000,943.380000,1064,3.070000,-0.129155,944.458000,942.675000,939.338500,942.589057,0.125569,78.848728,1,train
AMZN,15,2017-09-26,14:00:00,2017-09-26T14:00:00+00:00,943.360000,948.420000,943.360000,947.210000,1016,5.060000,0.405987,945.106000,943.417000,939.789500,943.429228,0.169767,86.100386,0,train
AMZN,15,2017-09-26,14:15:00,2017-09-26T14:15:00+00:00,947.280000,947.500000,943.670000,943.690000,997,3.830000,-0.371618,944.884000,943.811000,940.101500,943.476641,0.221579,71.696345,0,train
AMZN,15,2017-09-26,14:30:00,2017-09-26T14:30:00+00:00,943.690000,944.000000,940.270000,940.940000,921,3.730000,-0.291409,943.964000,943.818000,940.294500,943.015434,0.242734,61.430452,0,train
AMZN,15,2017-09-26,14:45:00,2017-09-26T14:45:00+00:00,940.760000,941.100000,936.100000,936.800000,1040,5.000000,-0.439986,942.404000,943.443000,940.397500,941.885355,0.280286,43.512451,0,train
AMZN,15,2017-09-26,15:00:00,2017-09-26T15:00:00+00:00,936.820000,937.730000,935.320000,935.600000,965,2.410000,-0.128096,940.848000,942.653000,940.490000,940.742563,0.251791,41.296219,0,train
AMZN,15,2017-09-26,15:15:00,2017-09-26T15:15:00+00:00,935.800000,936.510000,931.690000,932.470000,945,4.820000,-0.334545,937.900000,941.503000,940.375500,939.238461,0.258385,36.597938,1,train
AMZN,15,2017-09-26,15:30:00,2017-09-26T15:30:00+00:00,932.450000,935.600000,932.120000,935.410000,1083,3.480000,0.315292,936.244000,940.564000,940.440000,938.542377,0.287313,40.579710,1,train
AMZN,15,2017-09-26,15:45:00,2017-09-26T15:45:00+00:00,935.250000,937.030000,935.050000,935.480000,904,1.980000,0.007483,935.152000,939.558000,940.492500,937.985581,0.283288,41.176471,1,train
AMZN,15,2017-09-26,16:00:00,2017-09-26T16:00:00+00:00,935.500000,938.150000,935.050000,937.210000,651,3.100000,0.184932,935.234000,938.819000,940.566500,937.844566,0.297973,38.567794,0,train
AMZN,15,2017-09-26,16:15:00,2017-09-26T16:15:00+00:00,937.240000,937.620000,933.770000,935.590000,683,3.850000,-0.172853,935.232000,938.040000,940.357500,937.434645,0.299123,35.380321,0,train
