feature,importance
volume,0.06198696
return_pct,0.061552856
volatility_10,0.059044704
rsi_14,0.06290769
dist_to_sma_5,0.0642482
dist_to_sma_10,0.0689441
dist_to_sma_20,0.06588654
dist_to_ema_10,0.07190154
high_low_spread_pct,0.07034297
article_count,0.050628204
weighted_article_count,0.059322894
avg_word_count,0.07218028
unique_sites,0.060879186
news_volatility_interaction,0.06543433
news_momentum,0.047389563
ticker_AAPL,0.057349984
ticker_AMZN,0.0
