feature,importance
volume,0.06660304
return_pct,0.062090747
volatility_10,0.06519384
rsi_14,0.06603457
dist_to_sma_5,0.07078554
dist_to_sma_10,0.06503245
dist_to_sma_20,0.06879509
dist_to_ema_10,0.06622755
high_low_spread_pct,0.057066962
article_count,0.040608607
weighted_article_count,0.068771854
avg_word_count,0.058475554
unique_sites,0.052745428
news_volatility_interaction,0.053736564
news_momentum,0.062063918
ticker_AAPL,0.07576831
ticker_AMZN,0.0
