feature,importance
volume,0.06411173
return_pct,0.069355816
volatility_10,0.063492775
rsi_14,0.066756055
dist_to_sma_5,0.06753773
dist_to_sma_10,0.05853799
dist_to_sma_20,0.06332685
dist_to_ema_10,0.068111286
high_low_spread_pct,0.064260356
article_count,0.054269835
weighted_article_count,0.0638348
avg_word_count,0.063813925
unique_sites,0.054258835
news_volatility_interaction,0.073649675
news_momentum,0.059305485
ticker_AAPL,0.04537682
ticker_AMZN,0.0
