feature,importance
volume,0.067577004
return_pct,0.06535134
volatility_10,0.071654
rsi_14,0.06352515
dist_to_sma_5,0.0677284
dist_to_sma_10,0.06894585
dist_to_sma_20,0.067407675
dist_to_ema_10,0.074193075
high_low_spread_pct,0.071305096
article_count,0.07176515
weighted_article_count,0.053682886
avg_word_count,0.02804771
unique_sites,0.055709388
news_volatility_interaction,0.06352854
news_momentum,0.051868886
ticker_AAPL,0.057709854
ticker_AMZN,0.0
