feature,importance
volume,-0.025044350319772094
return_pct,0.0
volatility_10,-0.007289368031132447
rsi_14,0.01175947349279387
dist_to_sma_5,-0.05991627760527766
dist_to_sma_10,0.059995452158329826
dist_to_sma_20,-0.06506663897951298
dist_to_ema_10,0.06026443923674225
high_low_spread_pct,0.010998938608736814
article_count,0.03408691780521952
weighted_article_count,-0.038332654847183525
avg_word_count,-0.005975569591930277
unique_sites,0.060634756478855786
news_volatility_interaction,-0.026084738617341247
news_momentum,0.004948408550404568
ticker_AAPL,0.0
ticker_AMZN,0.056543888999253784
