feature,importance
volume,-0.0402142704558327
return_pct,0.017681706108210026
volatility_10,0.032639649895849575
rsi_14,0.06891968064185539
dist_to_sma_5,-0.01331140884819499
dist_to_sma_10,0.012314315831288329
dist_to_sma_20,-0.10327598609677152
dist_to_ema_10,0.02426940189608628
high_low_spread_pct,-0.01269835205324976
article_count,-0.150903391091614
weighted_article_count,0.08157973042166458
avg_word_count,0.009394165382480443
unique_sites,0.05969645303423683
news_volatility_interaction,-0.0024767267457169715
news_momentum,0.052037605941169275
ticker_AAPL,-0.010078633709080584
ticker_AMZN,0.04114587135699688
