feature,importance
volume,-0.04923228099624443
return_pct,0.0021080527198577186
volatility_10,-0.014679604080168093
rsi_14,0.020683660002251837
dist_to_sma_5,-0.08655257365111498
dist_to_sma_10,0.15982347925410315
dist_to_sma_20,-0.07312285958576774
dist_to_ema_10,0.0
high_low_spread_pct,0.020905863879497874
article_count,0.07532300029835921
weighted_article_count,-0.07520239774172877
avg_word_count,-0.011804890949694457
unique_sites,0.11952444774950756
news_volatility_interaction,-0.05545935913955484
news_momentum,0.01024967607737849
ticker_AAPL,0.0
ticker_AMZN,0.11273332102420118
