feature,importance
volume,0.068134464
return_pct,0.08338869
volatility_10,0.058552783
rsi_14,0.059419934
dist_to_sma_5,0.08415368
dist_to_sma_10,0.061117053
dist_to_sma_20,0.06480063
dist_to_ema_10,0.067657016
high_low_spread_pct,0.06609664
article_count,0.040769402
weighted_article_count,0.0638575
avg_word_count,0.06106783
unique_sites,0.044644214
news_volatility_interaction,0.065801874
news_momentum,0.059488084
ticker_AAPL,0.051050276
ticker_AMZN,0.0
