feature,importance
volume,-0.0801457767491693
return_pct,0.03253726685658421
volatility_10,0.06491182749176039
rsi_14,0.13091291281345446
dist_to_sma_5,-0.0020200735832342468
dist_to_sma_10,0.023236785831741553
dist_to_sma_20,-0.1696983398600175
dist_to_ema_10,0.0
high_low_spread_pct,-0.02473053525814959
article_count,-0.30806898127983257
weighted_article_count,0.1632822170666804
avg_word_count,0.021349569670693465
unique_sites,0.11307649834965448
news_volatility_interaction,0.0
news_momentum,0.11870760000957553
ticker_AAPL,-0.019223177000884745
ticker_AMZN,0.08084420364459934
