feature,importance
volume,-0.013482039858285312
return_pct,-0.012423468425373514
volatility_10,0.005696974091357922
rsi_14,0.001544969925319858
dist_to_sma_5,0.023289173268845026
dist_to_sma_10,0.0986121779727396
dist_to_sma_20,0.09436899987373047
dist_to_ema_10,-0.2017944183086751
high_low_spread_pct,0.022232594591579523
article_count,0.026496320461207888
weighted_article_count,-0.024109312189250717
avg_word_count,-0.017984107077757095
unique_sites,-0.02011996169785367
news_volatility_interaction,0.0032519908703361545
news_momentum,0.01695709662610661
ticker_AAPL,0.0
ticker_AMZN,0.03168701244504494
